0	0.167788817825764	-1.47436556826159	1.47436556826159	0.000253610876069	1.49621340134818	0.028082429329904	0
0.01	0.371066413489879	-2.09108121123676	2.11896522352919	0.000503494428864	2.20607812383032	0.041405880306171	0.14625188097275
0.02	0.713034260502732	-2.73455105217545	2.93765736103587	0.00104431644647	3.12243902136433	0.058605057991987	2.55435584489209
0.03	0.897237354888773	-3.33173119324846	3.4051990596946	0.001167689074617	3.67680277070093	0.069009911203286	23.7675597974738
0.04	0.907736034908031	-3.72257656735445	3.79711842778299	0.001307469078433	4.03223600704021	0.075681037616138	83.0717384096423
0.05	0.948087557001104	-3.77545279473081	3.8890726620725	0.001401247137268	4.19675535722126	0.078768901299686	181.201915506545
0.06	0.701722508765528	-3.74499796935801	3.78288463444816	0.000993849135516	3.94263878796101	0.07399938741124	306.209246843176
0.07	0.515385334821402	-3.66484391971862	3.66484391971862	0.000829788424987	3.75485869844416	0.070474942911098	439.33603275292
0.08	0.429555127130624	-3.39333935174599	3.39934493958116	0.000662318371416	3.46539044474072	0.065041913257339	573.814075881635
0.09	0.365159452573434	-3.22471916692137	3.22471916692137	0.000575392519207	3.26515405272872	0.061283676415665	682.398153334508
0.1	0.348321937231357	-2.87577799968433	2.890290768409	0.000538674169971	2.94537119262807	0.055281671914436	792.282904784902
