0	0	0.944529634	0.017727877	0
0.01	0.2024125	1.712035322	0.032133191	0.912524341
0.02	2.173016667	2.520610617	0.047309341	16.24543023
0.03	10.31993333	2.902979514	0.054486023	82.84670302
0.04	25.92143333	2.828335989	0.053085038	210.0877526
0.05	44.46515	2.68809869	0.050452924	372.3153105
0.06	58.91925	2.332034838	0.043769962	531.4713295
0.07	66.96935	1.988642969	0.03732484	669.5158901
0.08	70.351	1.559099806	0.029262744	787.1315696
0.09	70.97333333	1.164615653	0.021858671	888.7965962
0.1	71.14533333	0.815569798	0.01530743	989.8151711

