---------------- direct photon fraction ----------------
Cu+Cu (RUN5:MB)
pT       mean      stat.err  syst.err
1.18740  0.044922  0.021611  0.024640
1.70060  0.116081  0.027342  0.026812
2.29150  0.063969  0.031951  0.021375
3.44440  0.168265  0.071638  0.032865

Cu+Cu (RUN5:0-40%)
pT       mean      stat.err  syst.err
1.18750  0.044139  0.025092  0.027258
1.70080  0.127003  0.031623  0.032837
2.28980  0.089509  0.037807  0.028199
3.44500  0.217415  0.084972  0.046299
